level_b,ensg_id,gene_name,uniprot_id
cytosol,ENSG00000168060,NAALADL1,Q9UQQ1
cytosol,ENSG00000233927,RPS28,P62857
cytosol,ENSG00000152253,SPC25,Q9HBM1
nucleoplasm,ENSG00000196363,WDR5,P61964
cytosol,ENSG00000165259,HDX,Q7Z353
cytosol,ENSG00000107201,DDX58,O95786
cytosol,ENSG00000104872,PIH1D1,Q9NWS0
nucleoplasm,ENSG00000119599,DCAF4,Q8WV16
nucleoplasm,ENSG00000134686,PHC2,Q8IXK0
nucleoplasm,ENSG00000184232,OAF,Q86UD1
cytosol,ENSG00000169902,TPST1,O60507
nucleoplasm,ENSG00000117569,PTBP2,Q9UKA9
cytosol,ENSG00000137968,SLC44A5,Q8NCS7
nucleoplasm,"ENSG00000171931,ENSG00000241322","FBXW10,CDRT1","Q5XX13,O95170"
nucleoplasm,ENSG00000101194,SLC17A9,Q9BYT1
nucleoplasm,ENSG00000116560,SFPQ,P23246
nucleoplasm,ENSG00000196419,XRCC6,P12956
nucleoplasm,ENSG00000134153,EMC7,Q9NPA0
nucleoplasm,"ENSG00000164053,ENSG00000282827",ATRIP,Q8WXE1
nucleoplasm,ENSG00000167797,CDK2AP2,O75956
nucleoplasm,ENSG00000102543,CDADC1,Q9BWV3
cytosol,ENSG00000204869,IGFL4,Q6B9Z1
nucleoplasm,ENSG00000012504,NR1H4,Q96RI1
nucleoplasm,ENSG00000162981,FAM84A,Q96KN4
nucleoplasm,ENSG00000101166,PRELID3B,Q9Y3B1
nucleoplasm,ENSG00000111424,VDR,P11473
nucleoplasm,ENSG00000145916,RMND5B,Q96G75
cytosol,"ENSG00000146755,ENSG00000155428,ENSG00000178809","TRIM50,TRIM74,TRIM73","Q86XT4,Q86UV6,Q86UV7"
nucleoplasm,"ENSG00000171291,ENSG00000171295,ENSG00000196757,ENSG00000197054,ENSG00000198429,ENSG00000267179","ZNF439,ZNF440,ZNF700,ZNF763,ZNF69,CTD-2006C1.13","Q8NDP4,Q8IYI8,Q9H0M5,Q0D2J5,Q9UC07"
nucleoplasm,ENSG00000179195,ZNF664,Q8N3J9
nucleoplasm,ENSG00000162367,TAL1,P17542
nucleoplasm,ENSG00000100105,PATZ1,Q9HBE1
nucleoplasm,ENSG00000125676,THOC2,Q8NI27
nucleoplasm,ENSG00000156925,ZIC3,O60481
cytosol,ENSG00000153250,RBMS1,P29558
nucleoplasm,ENSG00000179941,BBS10,Q8TAM1
cytosol,"ENSG00000124614,ENSG00000270800","RPS10,RPS10-NUDT3",P46783
nucleoplasm,ENSG00000072954,TMEM38A,Q9H6F2
nucleoplasm,ENSG00000144395,CCDC150,Q8NCX0
cytosol,ENSG00000150403,TMCO3,Q6UWJ1
nucleoplasm,ENSG00000075035,WSCD2,Q2TBF2
nucleoplasm,ENSG00000130227,XPO7,Q9UIA9
cytosol,ENSG00000152932,RAB3C,Q96E17
nucleoplasm,ENSG00000170892,TSEN34,Q9BSV6
nucleoplasm,ENSG00000153774,CFDP1,Q9UEE9
nucleoplasm,ENSG00000168411,RFWD3,Q6PCD5
nucleoplasm,ENSG00000226742,HSBP1L1,C9JCN9
cytosol,ENSG00000225697,SLC26A6,Q9BXS9
nucleoplasm,ENSG00000119314,PTBP3,O95758
nucleoplasm,ENSG00000100296,THOC5,Q13769
cytosol,ENSG00000160445,ZER1,Q7Z7L7
cytosol,ENSG00000174579,MSL2,Q9HCI7
cytosol,ENSG00000115325,DOK1,Q99704
cytosol,ENSG00000131043,AAR2,Q9Y312
nucleoplasm,ENSG00000274349,ZNF658,Q5TYW1
nucleoplasm,ENSG00000205581,HMGN1,P05114
nucleoplasm,ENSG00000143321,HDGF,P51858
nucleoplasm,ENSG00000185515,BRCC3,P46736
cytosol,ENSG00000092098,RNF31,Q96EP0
nucleoplasm,ENSG00000146676,PURB,Q96QR8
nucleoplasm,ENSG00000166578,IQCD,Q96DY2
cytosol,ENSG00000117151,CTBS,Q01459
nucleoplasm,ENSG00000198625,MDM4,O15151
cytosol,ENSG00000142634,EFHD2,Q96C19
nucleoplasm,ENSG00000105520,PLPPR2,Q96GM1
nucleoplasm,ENSG00000089050,RBBP9,O75884
nucleoplasm,ENSG00000121864,ZNF639,Q9UID6
nucleoplasm,ENSG00000078747,ITCH,Q96J02
nucleoplasm,ENSG00000163918,RFC4,P35249
nucleoplasm,ENSG00000118971,CCND2,P30279
nucleoplasm,ENSG00000005001,PRSS22,Q9GZN4
nucleoplasm,ENSG00000163083,INHBB,P09529
cytosol,ENSG00000143942,CHAC2,Q8WUX2
nucleoplasm,ENSG00000089902,RCOR1,
cytosol,ENSG00000106538,RARRES2,Q99969
nucleoplasm,ENSG00000276043,UHRF1,Q96T88
cytosol,ENSG00000130158,DOCK6,Q96HP0
nucleoplasm,ENSG00000167470,MIDN,Q504T8
nucleoplasm,ENSG00000104897,SF3A2,Q15428
nucleoplasm,ENSG00000140534,TICRR,Q7Z2Z1
nucleoplasm,ENSG00000161847,RAVER1,Q8IY67
nucleoplasm,ENSG00000157911,PEX10,O60683
cytosol,ENSG00000131148,EMC8,O43402
nucleoplasm,ENSG00000170604,IRF2BP1,Q8IU81
nucleoplasm,ENSG00000104964,AES,Q08117
cytosol,ENSG00000111361,EIF2B1,Q14232
nucleoplasm,ENSG00000109787,KLF3,P57682
nucleoplasm,ENSG00000108506,INTS2,Q9H0H0
nucleoplasm,ENSG00000112561,TFEB,P19484
cytosol,ENSG00000213123,TCTEX1D2,Q8WW35
cytosol,ENSG00000100036,SLC35E4,Q6ICL7
nucleoplasm,ENSG00000171680,PLEKHG5,O94827
cytosol,ENSG00000116514,RNF19B,Q6ZMZ0
cytosol,ENSG00000125107,CNOT1,A5YKK6
cytosol,ENSG00000070061,IKBKAP,O95163
cytosol,ENSG00000075790,BCAP29,Q9UHQ4
nucleoplasm,ENSG00000092201,SUPT16H,Q9Y5B9
nucleoplasm,ENSG00000112592,TBP,P20226
nucleoplasm,ENSG00000170260,ZNF212,Q9UDV6
cytosol,ENSG00000108523,RNF167,Q9H6Y7
nucleoplasm,ENSG00000103035,PSMD7,P51665
nucleoplasm,ENSG00000079102,RUNX1T1,Q06455
cytosol,ENSG00000184986,TMEM121,Q9BTD3
cytosol,ENSG00000124214,STAU1,O95793
nucleoplasm,ENSG00000124191,TOX2,Q96NM4
cytosol,ENSG00000196345,ZKSCAN7,Q9P0L1
nucleoplasm,ENSG00000106976,DNM1,Q05193
nucleoplasm,ENSG00000143067,ZNF697,Q5TEC3
nucleoplasm,ENSG00000155542,SETD9,Q8NE22
nucleoplasm,ENSG00000106635,BCL7B,Q9BQE9
cytosol,"ENSG00000132141,ENSG00000146731","CCT6B,CCT6A","Q92526,P40227"
nucleoplasm,ENSG00000105088,OLFM2,O95897
nucleoplasm,ENSG00000112559,MDFI,Q99750
nucleoplasm,ENSG00000123836,PFKFB2,O60825
cytosol,ENSG00000119509,INVS,Q9Y283
cytosol,ENSG00000106366,SERPINE1,P05121
nucleoplasm,ENSG00000164093,PITX2,Q99697
nucleoplasm,ENSG00000175170,FAM182B,Q5T319
cytosol,ENSG00000102081,FMR1,Q06787
cytosol,ENSG00000185753,CXorf38,Q8TB03
nucleoplasm,ENSG00000134897,BIVM,Q86UB2
cytosol,ENSG00000144908,ALDH1L1,O75891
cytosol,ENSG00000151338,MIPOL1,Q8TD10
nucleoplasm,ENSG00000065268,WDR18,Q9BV38
cytosol,"ENSG00000105402,ENSG00000125814","NAPA,NAPB","P54920,Q9H115"
cytosol,ENSG00000110711,AIP,O00170
nucleoplasm,ENSG00000179361,ARID3B,Q8IVW6
nucleoplasm,ENSG00000134899,ERCC5,P28715
nucleoplasm,ENSG00000114315,HES1,Q14469
nucleoplasm,ENSG00000111783,RFX4,Q33E94
nucleoplasm,ENSG00000155846,PPARGC1B,Q86YN6
nucleoplasm,ENSG00000011426,ANLN,Q9NQW6
nucleoplasm,ENSG00000151893,CACUL1,Q86Y37
nucleoplasm,ENSG00000181355,OFCC1,Q8IZS5
nucleoplasm,ENSG00000106144,CASP2,P42575
cytosol,ENSG00000164603,C7orf60,Q1RMZ1
nucleoplasm,ENSG00000158636,C11orf30,Q7Z589
nucleoplasm,ENSG00000001167,NFYA,P23511
cytosol,ENSG00000183114,FAM43B,Q6ZT52
nucleoplasm,ENSG00000119669,IRF2BPL,Q9H1B7
cytosol,ENSG00000062725,APPBP2,Q92624
cytosol,ENSG00000204120,GIGYF2,Q6Y7W6
nucleoplasm,ENSG00000113648,H2AFY,O75367
nucleoplasm,ENSG00000130717,UCK1,Q9HA47
cytosol,ENSG00000104131,EIF3J,O75822
nucleoplasm,ENSG00000171443,ZNF524,Q96C55
nucleoplasm,"ENSG00000214652,ENSG00000234444","ZNF727,ZNF736","A8MUV8,B4DX44"
nucleoplasm,ENSG00000188004,C1orf204,Q5VU13
cytosol,ENSG00000135945,REV1,Q9UBZ9
nucleoplasm,ENSG00000092199,HNRNPC,P07910
nucleoplasm,ENSG00000128923,FAM63B,Q8NBR6
cytosol,"ENSG00000204599,ENSG00000248167","TRIM39,TRIM39-RPP21",Q9HCM9
cytosol,ENSG00000160999,SH2B2,
cytosol,ENSG00000102879,CORO1A,P31146
cytosol,ENSG00000138823,MTTP,P55157
nucleoplasm,ENSG00000101003,GINS1,Q14691
cytosol,ENSG00000136842,TMOD1,P28289
nucleoplasm,ENSG00000162702,ZNF281,Q9Y2X9
nucleoplasm,ENSG00000141510,TP53,P04637
cytosol,ENSG00000086827,ZW10,O43264
nucleoplasm,ENSG00000221874,ZNF816-ZNF321P,
nucleoplasm,ENSG00000121774,KHDRBS1,Q07666
cytosol,ENSG00000162511,LAPTM5,Q13571
cytosol,"ENSG00000112079,ENSG00000211455","STK38,STK38L","Q15208,Q9Y2H1"
cytosol,"ENSG00000113712,ENSG00000180138","CSNK1A1,CSNK1A1L","P48729,Q8N752"
nucleoplasm,ENSG00000167065,DUSP18,Q8NEJ0
nucleoplasm,ENSG00000143257,NR1I3,Q14994
cytosol,ENSG00000134072,CAMK1,Q14012
nucleoplasm,ENSG00000204560,DHX16,O60231
nucleoplasm,ENSG00000177683,THAP5,Q7Z6K1
nucleoplasm,ENSG00000111247,RAD51AP1,Q96B01
cytosol,ENSG00000166507,NDST2,P52849
nucleoplasm,ENSG00000075336,TIMM21,Q9BVV7
cytosol,ENSG00000115526,CHST10,O43529
nucleoplasm,ENSG00000143643,TTC13,Q8NBP0
nucleoplasm,ENSG00000110427,KIAA1549L,Q6ZVL6
nucleoplasm,"ENSG00000146963,ENSG00000269955","LUC7L2,C7orf55-LUC7L2",Q9Y383
nucleoplasm,ENSG00000122490,PQLC1,Q8N2U9
cytosol,"ENSG00000101210,ENSG00000156508","EEF1A2,EEF1A1","Q05639,P68104"
nucleoplasm,ENSG00000155827,RNF20,Q5VTR2
nucleoplasm,ENSG00000143842,SOX13,Q9UN79
nucleoplasm,ENSG00000104960,PTOV1,Q86YD1
nucleoplasm,ENSG00000042062,FAM65C,Q96MK2
nucleoplasm,ENSG00000087495,PHACTR3,Q96KR7
nucleoplasm,ENSG00000173065,FAM222B,Q8WU58
cytosol,"ENSG00000213533,ENSG00000248592","TMEM110,TMEM110-MUSTN1",Q86TL2
nucleoplasm,ENSG00000168802,CHTF8,"P0CG12,P0CG13"
nucleoplasm,ENSG00000159063,ALG8,Q9BVK2
nucleoplasm,ENSG00000168348,INSM2,Q96T92
nucleoplasm,ENSG00000127249,ATP13A4,Q4VNC1
cytosol,ENSG00000161654,LSM12,Q3MHD2
nucleoplasm,ENSG00000204351,SKIV2L,Q15477
cytosol,ENSG00000188404,SELL,P14151
cytosol,ENSG00000126934,MAP2K2,P36507
cytosol,ENSG00000112659,CUL9,Q8IWT3
nucleoplasm,ENSG00000156858,PRR14,Q9BWN1
nucleoplasm,ENSG00000213859,KCTD11,Q693B1
nucleoplasm,ENSG00000167967,E4F1,Q66K89
nucleoplasm,ENSG00000270647,TAF15,Q92804
nucleoplasm,ENSG00000256087,ZNF432,O94892
nucleoplasm,ENSG00000181396,OGFOD3,Q6PK18
nucleoplasm,ENSG00000092439,TRPM7,Q96QT4
nucleoplasm,ENSG00000100888,CHD8,Q9HCK8
nucleoplasm,ENSG00000136932,TRMO,Q9BU70
nucleoplasm,ENSG00000239887,C1orf226,A1L170
nucleoplasm,ENSG00000113522,RAD50,Q92878
nucleoplasm,ENSG00000133247,SUV420H2,Q86Y97
nucleoplasm,ENSG00000154678,PDE1C,Q14123
nucleoplasm,ENSG00000117724,CENPF,P49454
nucleoplasm,ENSG00000040633,PHF23,Q9BUL5
nucleoplasm,ENSG00000185946,RNPC3,Q96LT9
nucleoplasm,ENSG00000088876,ZNF343,Q6P1L6
cytosol,ENSG00000243449,C4orf48,Q5BLP8
nucleoplasm,ENSG00000129911,KLF16,Q9BXK1
nucleoplasm,ENSG00000160305,DIP2A,Q14689
nucleoplasm,"ENSG00000124208,ENSG00000169139,ENSG00000244687","TMEM189-UBE2V1,UBE2V2,UBE2V1","Q15819,Q13404"
nucleoplasm,ENSG00000166188,ZNF319,Q9P2F9
nucleoplasm,ENSG00000196323,ZBTB44,Q8NCP5
nucleoplasm,ENSG00000175215,CTDSP2,O14595
nucleoplasm,ENSG00000099385,BCL7C,Q8WUZ0
nucleoplasm,ENSG00000104824,HNRNPL,P14866
nucleoplasm,ENSG00000205208,C4orf46,Q504U0
cytosol,ENSG00000113389,NPR3,P17342
nucleoplasm,ENSG00000076242,MLH1,P40692
cytosol,ENSG00000083937,CHMP2B,Q9UQN3
nucleoplasm,ENSG00000198914,POU3F3,P20264
nucleoplasm,ENSG00000125686,MED1,Q15648
cytosol,ENSG00000196159,FAT4,Q6V0I7
nucleoplasm,ENSG00000219435,TEX40,Q9NTU4
nucleoplasm,ENSG00000147883,CDKN2B,P42772
nucleoplasm,ENSG00000166451,CENPN,Q96H22
nucleoplasm,ENSG00000100297,MCM5,P33992
nucleoplasm,ENSG00000100084,HIRA,P54198
nucleoplasm,ENSG00000168002,POLR2G,P62487
nucleoplasm,ENSG00000164880,INTS1,Q8N201
nucleoplasm,ENSG00000147687,TATDN1,Q6P1N9
nucleoplasm,ENSG00000183808,RBM12B,Q8IXT5
nucleoplasm,ENSG00000171316,CHD7,Q9P2D1
nucleoplasm,ENSG00000167721,TSR1,Q2NL82
nucleoplasm,ENSG00000126821,SGPP1,Q9BX95
cytosol,ENSG00000213231,TCL1B,O95988
cytosol,ENSG00000139304,PTPRQ,
nucleoplasm,ENSG00000137959,IFI44L,Q53G44
cytosol,ENSG00000143333,RGS16,O15492
nucleoplasm,ENSG00000143198,MGST3,O14880
nucleoplasm,ENSG00000163602,RYBP,Q8N488
cytosol,ENSG00000123933,MXD4,Q14582
nucleoplasm,ENSG00000100767,PAPLN,O95428
cytosol,ENSG00000183111,ARHGEF37,A1IGU5
nucleoplasm,ENSG00000163945,UVSSA,Q2YD98
nucleoplasm,ENSG00000100731,PCNX,Q96RV3
nucleoplasm,ENSG00000176953,NFATC2IP,Q8NCF5
nucleoplasm,"ENSG00000169203,ENSG00000169246,ENSG00000183426,ENSG00000183793,ENSG00000183889,ENSG00000185864,ENSG00000196436,ENSG00000196993,ENSG00000198064,ENSG00000198156,ENSG00000214940,ENSG00000214967,ENSG00000224712,ENSG00000233024,ENSG00000233232,ENSG00000234719,ENSG00000243716,ENSG00000254206,ENSG00000254852,ENSG00000255524","RP11-231C14.4,NPIPB3,NPIPA1,NPIPA5,AC138969.4,NPIPB4,NPIPB15,NPIPB9,RP11-347C12.1,NPIPB6,NPIPA8,NPIPA7,NPIPA3,RP11-1212A22.4,NPIPB7,RP11-166B2.1,NPIPB5,NPIPB11,NPIPA2,NPIPB8","Q92617,Q9UND3,E9PKD4,C9JG80,A6NHN6,F8W1W9,A6NJU9,E9PJ23,P0DM63,E9PJI5,F8WFD2,O75200,A6NJ64,A8MRT5,E5RHQ5,E9PIF3,E9PQR5"
nucleoplasm,ENSG00000112425,EPM2A,O95278
nucleoplasm,ENSG00000187954,CYHR1,Q6ZMK1
nucleoplasm,ENSG00000004487,KDM1A,O60341
nucleoplasm,ENSG00000078618,NRD1,O43847
nucleoplasm,ENSG00000118690,ARMC2,Q8NEN0
nucleoplasm,ENSG00000118707,TGIF2,Q9GZN2
nucleoplasm,ENSG00000164855,TMEM184A,Q6ZMB5
cytosol,"ENSG00000116983,ENSG00000163032","HPCAL4,VSNL1","Q9UM19,P62760"
cytosol,"ENSG00000174156,ENSG00000182793,ENSG00000243955,ENSG00000244067","GSTA3,GSTA5,GSTA1,GSTA2","Q16772,Q7RTV2,P08263,P09210"
nucleoplasm,ENSG00000188529,SRSF10,O75494
nucleoplasm,ENSG00000152104,PTPN14,Q15678
nucleoplasm,ENSG00000218739,CEBPZOS,A8MTT3
nucleoplasm,ENSG00000174738,NR1D2,Q14995
nucleoplasm,ENSG00000172819,RARG,P13631
nucleoplasm,ENSG00000198353,HOXC4,P09017
nucleoplasm,ENSG00000159792,PSKH1,P11801
nucleoplasm,ENSG00000132485,ZRANB2,O95218
nucleoplasm,ENSG00000164651,SP8,Q8IXZ3
nucleoplasm,ENSG00000105011,ASF1B,Q9NVP2
cytosol,ENSG00000196911,KPNA5,O15131
nucleoplasm,ENSG00000183696,UPP1,Q16831
nucleoplasm,ENSG00000183508,FAM46C,Q5VWP2
cytosol,ENSG00000185565,LSAMP,Q13449
nucleoplasm,ENSG00000213015,ZNF580,Q9UK33
cytosol,ENSG00000198492,YTHDF2,Q9Y5A9
nucleoplasm,ENSG00000140398,NEIL1,Q96FI4
nucleoplasm,ENSG00000147140,NONO,Q15233
nucleoplasm,ENSG00000140332,TLE3,Q04726
nucleoplasm,ENSG00000205250,E2F4,Q16254
nucleoplasm,ENSG00000139880,CDH24,Q86UP0
cytosol,ENSG00000204536,CCHCR1,Q8TD31
cytosol,ENSG00000136371,MTHFS,P49914
nucleoplasm,ENSG00000136319,TTC5,Q8N0Z6
nucleoplasm,ENSG00000133302,SLF1,Q9BQI6
nucleoplasm,ENSG00000103549,RNF40,O75150
nucleoplasm,ENSG00000143319,ISG20L2,Q9H9L3
cytosol,ENSG00000135778,NTPCR,Q9BSD7
cytosol,ENSG00000129673,AANAT,Q16613
nucleoplasm,ENSG00000159208,CIART,Q8N365
nucleoplasm,ENSG00000169976,SF3B5,Q9BWJ5
nucleoplasm,ENSG00000128951,DUT,P33316
nucleoplasm,ENSG00000145779,TNFAIP8,O95379
cytosol,ENSG00000140030,GPR65,Q8IYL9
cytosol,ENSG00000164329,PAPD4,Q6PIY7
nucleoplasm,ENSG00000100983,GSS,P48637
nucleoplasm,ENSG00000167641,PPP1R14A,Q96A00
nucleoplasm,ENSG00000184005,ST6GALNAC3,Q8NDV1
nucleoplasm,ENSG00000186448,ZNF197,O14709
cytosol,ENSG00000178982,EIF3K,Q9UBQ5
nucleoplasm,ENSG00000132016,C19orf57,Q0VDD7
nucleoplasm,ENSG00000164362,TERT,O14746
nucleoplasm,ENSG00000160961,ZNF333,Q96JL9
cytosol,ENSG00000214941,ZSWIM7,Q19AV6
nucleoplasm,ENSG00000089775,ZBTB25,P24278
nucleoplasm,ENSG00000134595,SOX3,P41225
cytosol,ENSG00000176658,MYO1D,O94832
cytosol,ENSG00000148948,LRRC4C,Q9HCJ2
nucleoplasm,ENSG00000077312,SNRPA,P09012
nucleoplasm,ENSG00000168453,HR,O43593
nucleoplasm,ENSG00000187742,SECISBP2,Q96T21
nucleoplasm,ENSG00000187815,ZFP69,Q49AA0
nucleoplasm,ENSG00000080839,RBL1,P28749
nucleoplasm,ENSG00000109794,FAM149A,A5PLN7
cytosol,ENSG00000231500,RPS18,P62269
nucleoplasm,ENSG00000066136,NFYC,Q13952
nucleoplasm,ENSG00000063761,ADCK1,Q86TW2
nucleoplasm,ENSG00000198182,ZNF607,Q96SK3
nucleoplasm,ENSG00000177732,SOX12,O15370
nucleoplasm,ENSG00000123268,ATF1,P18846
cytosol,ENSG00000024862,CCDC28A,Q8IWP9
nucleoplasm,ENSG00000106038,EVX1,P49640
nucleoplasm,ENSG00000160991,ORAI2,Q96SN7
nucleoplasm,ENSG00000187790,FANCM,Q8IYD8
nucleoplasm,ENSG00000128713,HOXD11,P31277
nucleoplasm,ENSG00000162222,TTC9C,Q8N5M4
nucleoplasm,ENSG00000101190,TCFL5,Q9UL49
cytosol,ENSG00000131089,ARHGEF9,O43307
nucleoplasm,ENSG00000117505,DR1,Q01658
nucleoplasm,ENSG00000197363,ZNF517,Q6ZMY9
nucleoplasm,ENSG00000165156,ZHX1,Q9UKY1
cytosol,ENSG00000185745,IFIT1,P09914
nucleoplasm,ENSG00000160888,IER2,Q9BTL4
nucleoplasm,ENSG00000152454,ZNF256,Q9Y2P7
nucleoplasm,ENSG00000101057,MYBL2,P10244
nucleoplasm,ENSG00000115548,KDM3A,Q9Y4C1
cytosol,ENSG00000006607,FARP2,O94887
nucleoplasm,ENSG00000154144,TBRG1,Q3YBR2
nucleoplasm,ENSG00000130024,PHF10,Q8WUB8
nucleoplasm,ENSG00000184162,NR2C2AP,Q86WQ0
cytosol,ENSG00000197496,SLC2A10,O95528
nucleoplasm,ENSG00000105248,CCDC94,Q9BW85
cytosol,ENSG00000096384,HSP90AB1,P08238
nucleoplasm,ENSG00000139219,COL2A1,P02458
nucleoplasm,ENSG00000171161,ZNF672,Q499Z4
nucleoplasm,ENSG00000163882,POLR2H,P52434
nucleoplasm,ENSG00000177303,CASKIN2,Q8WXE0
nucleoplasm,ENSG00000186280,KDM4D,Q6B0I6
nucleoplasm,ENSG00000185404,SP140L,Q9H930
nucleoplasm,ENSG00000184672,RALYL,Q86SE5
nucleoplasm,ENSG00000136997,MYC,P01106
nucleoplasm,ENSG00000023697,DERA,Q9Y315
nucleoplasm,ENSG00000151136,BTBD11,A6QL63
nucleoplasm,ENSG00000240891,PLCXD2,Q0VAA5
nucleoplasm,ENSG00000010818,HIVEP2,P31629
nucleoplasm,ENSG00000063322,MED29,Q9NX70
nucleoplasm,ENSG00000127528,KLF2,Q9Y5W3
cytosol,ENSG00000125505,MBOAT7,Q96N66
nucleoplasm,ENSG00000185668,POU3F1,Q03052
nucleoplasm,ENSG00000123095,BHLHE41,Q9C0J9
nucleoplasm,ENSG00000103319,EEF2K,O00418
cytosol,ENSG00000198142,SOWAHC,Q53LP3
nucleoplasm,ENSG00000165804,ZNF219,Q9P2Y4
nucleoplasm,ENSG00000141560,FN3KRP,Q9HA64
nucleoplasm,ENSG00000063169,GLTSCR1,Q9NZM4
cytosol,ENSG00000167103,PIP5KL1,Q5T9C9
nucleoplasm,ENSG00000184486,POU3F2,P20265
nucleoplasm,ENSG00000075188,NUP37,Q8NFH4
nucleoplasm,ENSG00000183337,BCOR,Q6W2J9
nucleoplasm,ENSG00000104969,SGTA,O43765
cytosol,ENSG00000145741,BTF3,P20290
cytosol,ENSG00000139433,GLTP,Q9NZD2
cytosol,ENSG00000067057,PFKP,Q01813
cytosol,ENSG00000174325,DIRC1,Q969H9
cytosol,ENSG00000173085,COQ2,Q96H96
cytosol,ENSG00000189308,LIN54,Q6MZP7
nucleoplasm,ENSG00000269858,EGLN2,Q96KS0
nucleoplasm,"ENSG00000174428,ENSG00000196275","GTF2IRD2B,GTF2IRD2","Q6EKJ0,Q86UP8"
nucleoplasm,ENSG00000214753,HNRNPUL2,Q1KMD3
nucleoplasm,ENSG00000136144,RCBTB1,Q8NDN9
nucleoplasm,ENSG00000152795,HNRNPDL,O14979
cytosol,ENSG00000224051,CPTP,Q5TA50
nucleoplasm,ENSG00000197905,TEAD4,Q15561
nucleoplasm,ENSG00000185085,INTS5,Q6P9B9
nucleoplasm,ENSG00000160318,CLDND2,Q8NHS1
nucleoplasm,"ENSG00000128383,ENSG00000179750","APOBEC3A,APOBEC3B","P31941,Q9UH17"
cytosol,ENSG00000171848,RRM2,P31350
nucleoplasm,ENSG00000083093,PALB2,Q86YC2
cytosol,ENSG00000239779,WBP1,Q96G27
nucleoplasm,ENSG00000147596,PRDM14,Q9GZV8
nucleoplasm,ENSG00000141485,SLC13A5,Q86YT5
nucleoplasm,ENSG00000136478,TEX2,Q8IWB9
nucleoplasm,ENSG00000143603,KCNN3,Q9UGI6
nucleoplasm,ENSG00000143179,UCK2,Q9BZX2
nucleoplasm,ENSG00000109065,NAT9,Q9BTE0
cytosol,ENSG00000167325,RRM1,P23921
nucleoplasm,ENSG00000084774,CAD,P27708
nucleoplasm,ENSG00000131153,GINS2,Q9Y248
nucleoplasm,ENSG00000164941,INTS8,Q75QN2
nucleoplasm,ENSG00000100554,ATP6V1D,Q9Y5K8
nucleoplasm,ENSG00000132321,IQCA1,Q86XH1
nucleoplasm,ENSG00000172465,TCEAL1,Q15170
nucleoplasm,ENSG00000170500,LONRF2,Q1L5Z9
nucleoplasm,ENSG00000138606,SHF,Q7M4L6
cytosol,ENSG00000101084,C20orf24,Q9BUV8
nucleoplasm,ENSG00000016082,ISL1,P61371
nucleoplasm,ENSG00000196865,NHLRC2,Q8NBF2
nucleoplasm,"ENSG00000147274,ENSG00000213516","RBMX,RBMXL1","P38159,Q96E39"
nucleoplasm,ENSG00000189362,NEMP2,A6NFY4
cytosol,ENSG00000090097,PCBP4,P57723
nucleoplasm,ENSG00000124795,DEK,P35659
cytosol,ENSG00000139977,NAA30,Q147X3
cytosol,ENSG00000100365,NCF4,Q15080
nucleoplasm,ENSG00000145029,NICN1,Q9BSH3
nucleoplasm,ENSG00000138050,THUMPD2,Q9BTF0
cytosol,ENSG00000164077,MON1A,Q86VX9
cytosol,ENSG00000162430,SEPN1,Q9NZV5
nucleoplasm,ENSG00000138750,NUP54,Q7Z3B4
nucleoplasm,ENSG00000153404,PLEKHG4B,Q96PX9
cytosol,ENSG00000184432,COPB2,P35606
nucleoplasm,"ENSG00000145216,ENSG00000282278","FIP1L1,RP11-231C18.3",Q6UN15
cytosol,ENSG00000118193,KIF14,Q15058
nucleoplasm,ENSG00000114738,MAPKAPK3,Q16644
nucleoplasm,ENSG00000155545,MIER3,Q7Z3K6
nucleoplasm,ENSG00000172183,ISG20,Q96AZ6
nucleoplasm,ENSG00000020256,ZFP64,"Q9NTW7,Q9NPA5"
nucleoplasm,ENSG00000175197,DDIT3,P35638
nucleoplasm,ENSG00000135899,SP110,Q9HB58
nucleoplasm,ENSG00000105993,DNAJB6,O75190
cytosol,ENSG00000163069,SGCB,Q16585
nucleoplasm,ENSG00000153187,HNRNPU,Q00839
nucleoplasm,ENSG00000111110,PPM1H,Q9ULR3
cytosol,ENSG00000175352,NRIP3,Q9NQ35
nucleoplasm,ENSG00000077514,POLD3,Q15054
nucleoplasm,ENSG00000213638,ADAT3,
nucleoplasm,ENSG00000186951,PPARA,Q07869
nucleoplasm,ENSG00000178882,FAM101A,Q6ZTI6
nucleoplasm,"ENSG00000187325,ENSG00000273841","TAF9B,TAF9","Q9HBM6,Q16594"
nucleoplasm,"ENSG00000139842,ENSG00000158290","CUL4A,CUL4B","Q13619,Q13620"
nucleoplasm,ENSG00000104472,CHRAC1,Q9NRG0
nucleoplasm,ENSG00000164105,SAP30,O75446
nucleoplasm,ENSG00000180964,TCEAL8,Q8IYN2
nucleoplasm,ENSG00000170448,NFXL1,Q6ZNB6
nucleoplasm,ENSG00000100626,GALNT16,Q8N428
nucleoplasm,ENSG00000139515,PDX1,P52945
nucleoplasm,ENSG00000164626,KCNK5,O95279
nucleoplasm,ENSG00000070495,JMJD6,Q6NYC1
nucleoplasm,ENSG00000183011,NAA38,Q9BRA0
nucleoplasm,"ENSG00000101266,ENSG00000254598","CSNK2A1,CSNK2A3","P68400,Q8NEV1"
nucleoplasm,ENSG00000183260,ABHD16B,Q9H3Z7
cytosol,ENSG00000066027,PPP2R5A,Q15172
